price,area,bhk,bathroom
34800000.0,1979,3,1.0
23300000.0,1313,2,1.0
34200000.0,1951,3,1.0
21800000.0,1225,2,1.0
33400000.0,1894,3,1.0
21900000.0,1233,2,1.0
47600000.0,2737,4,1.0
47500000.0,2729,4,1.0
33200000.0,1877,3,1.0
33100000.0,1874,3,1.0
27100000.0,1521,3,1.0
48100000.0,2765,4,1.0
57000000.0,3289,4,1.0
48000000.0,2758,4,1.0
35000000.0,1987,3,1.0
4821000.0,928,2,1.0
4059000.0000000005,743,2,1.0
2299000.0,430,1,1.0
4503000.0,830,2,1.0
3532000.0,652,2,1.0
3532000.0,652,2,1.0
6605000.0,1216,3,1.0
6605000.0,1216,3,1.0
4230000.0,791,2,1.0
4230000.0,791,2,1.0
3919000.0,729,2,1.0
3919000.0,729,2,1.0
5354000.0,976,2,1.0
5354000.0,976,2,1.0
4572000.0,859,2,1.0
4572000.0,859,2,1.0
2843000.0,546,1,1.0
2843000.0,546,1,1.0
4341000.0,813,2,1.0
4341000.0,813,2,1.0
5381000.0,1145,3,1.0
2312000.0,492,1,1.0
4723000.0,1005,2,1.0
3947999.9999999995,840,2,1.0
3863000.0000000005,822,2,1.0
5236000.0,952,2,1.0
3949000.0,718,2,1.0
3586000.0,652,2,1.0
6709999.999999999,1220,3,1.0
4400000.0,800,2,1.0
4004999.9999999995,890,2,1.0
3825000.0,850,2,1.0
5602000.0,1050,2,1.0
4684000.0,905,2,1.0
5597000.0,1049,2,1.0
4463000.0,860,2,1.0
4537000.0,875,2,1.0
6214000.0,1170,3,1.0
55000000.0,5879,5,1.0
55000000.0,5765,5,1.0
7000000.0,1112,2,1.0
8900000.0,1414,3,3.0
6900000.0,1092,2,1.0
8500000.0,1358,3,1.0
5929000.0,1078,2,1.0
5918000.0,1076,2,1.0
8651000.0,1573,3,1.0
8288000.0,1507,3,1.0
8673000.0,1577,3,1.0
5973000.0,1086,2,1.0
5786000.0,1052,2,1.0
8734000.0,1588,3,1.0
6259000.0,1138,2,1.0
6402000.0,1164,2,1.0
4084000.0000000005,1238,3,1.0
4100000.0,1243,2,1.0
4094000.0,1241,2,1.0
3299000.0,1000,2,1.0
2296000.0,696,1,1.0
3697999.9999999995,1121,2,1.0
2088000.0,633,1,1.0
4127000.0000000005,1251,3,1.0
3675000.0,1114,2,1.0
4031000.0,1222,3,2.0
3609000.0000000005,1094,2,1.0
4489000.0,1361,3,3.0
3289000.0,997,2,1.0
3252000.0000000005,986,2,1.0
3021000.0,916,2,1.0
2675000.0,811,1,1.0
4463000.0,1353,3,1.0
3226000.0,978,2,1.0
4377000.0,1327,3,1.0
3215999.9999999995,975,2,1.0
2579000.0,782,1,1.0
3239000.0,982,2,1.0
3233000.0,980,2,1.0
2569000.0,779,1,1.0
3440000.0,1043,2,1.0
3472999.9999999995,1053,2,1.0
3203000.0,971,2,1.0
3183000.0,965,2,1.0
2665000.0,808,1,1.0
3137000.0,951,2,1.0
2919000.0,885,2,1.0
2484000.0,753,1,1.0
4222000.0,1280,3,1.0
3331000.0,1010,2,1.0
3114000.0,944,2,1.0
2675000.0,811,2,1.0
3328000.0,1009,2,1.0
3107000.0,942,2,1.0
3708000.0,1124,2,1.0
3127000.0,948,2,1.0
4625000.0,1402,3,1.0
3340999.9999999995,1013,2,1.0
3565000.0,926,3,1.0
3972999.9999999995,1032,3,1.0
3329999.9999999995,865,2,1.0
3653000.0,949,2,1.0
3388000.0000000005,880,2,1.0
4839000.0,1042,3,1.0
4983000.0,1074,3,1.0
4281000.0,918,2,1.0
4654000.0,1001,3,1.0
4267000.0,917,2,1.0
4672000.0,1005,3,1.0
4321000.0,927,2,1.0
4699000.0,1011,3,1.0
4942000.0,1065,3,1.0
4267000.0,915,2,1.0
2955000.0,788,2,1.0
3311000.0,883,2,1.0
3311000.0,883,2,1.0
2966000.0,791,2,1.0
2966000.0,791,2,1.0
2921000.0,779,2,1.0
2921000.0,779,2,1.0
3453000.0,921,2,1.0
3453000.0,921,2,1.0
3172000.0,846,2,1.0
3172000.0,846,2,1.0
3015000.0,804,2,1.0
3015000.0,804,2,1.0
3015000.0,804,2,1.0
3003000.0,801,2,1.0
3015000.0,804,2,1.0
3003000.0,801,2,1.0
3030000.0,808,2,1.0
3030000.0,808,2,1.0
3468000.0,925,2,1.0
3468000.0,925,2,1.0
3146000.0,839,2,1.0
2898000.0,773,2,1.0
3146000.0,839,2,1.0
2898000.0,773,2,1.0
3097000.0,826,2,1.0
3097000.0,826,2,1.0
3116000.0,831,2,1.0
3116000.0,831,2,1.0
2955000.0,788,2,1.0
26500000.0,1450,3,1.0
7954000.000000001,1473,3,1.0
5410000.0,1002,2,2.0
7656999.999999999,1418,3,1.0
9046000.0,1508,3,1.0
10400000.0,1745,3,1.0
10400000.0,1745,3,1.0
13100000.0,2185,4,1.0
9298000.0,1550,3,1.0
9118000.0,1520,2,1.0
18100000.0,3024,5,1.0
18100000.0,3024,5,1.0
9700000.0,1617,2,1.0
9700000.0,1617,2,1.0
8026000.000000001,1338,2,1.0
8026000.000000001,1338,2,1.0
7954000.000000001,1473,3,1.0
5410000.0,1002,2,2.0
7656999.999999999,1418,3,1.0
5243000.0,971,2,1.0
7668000.000000001,1420,3,3.0
5389000.0,998,2,1.0
5383000.0,997,2,1.0
8823000.0,1634,3,3.0
9118000.0,1520,2,1.0
18100000.0,3024,5,1.0
18100000.0,3024,5,1.0
9700000.0,1617,2,1.0
9700000.0,1617,2,1.0
8026000.000000001,1338,2,1.0
8026000.000000001,1338,2,1.0
5383000.0,997,2,1.0
26600000.0,1540,3,1.0
27500000.0,1520,3,1.0
27500000.0,1525,3,1.0
24200000.0,1400,3,1.0
26400000.0,1500,3,3.0
27600000.0,1450,3,1.0
22500000.0,1240,2,1.0
22000000.0,1215,2,1.0
25000000.0,1375,3,3.0
41100000.0,2230,4,4.0
29500000.0,1520,3,1.0
6310000.0,1242,2,2.0
65000000.0,6023,4,1.0
13000000.0,1166,2,1.0
19100000.0,2474,4,1.0
17600000.0,2277,4,1.0
13000000.0,1800,3,1.0
19500000.0,2533,4,1.0
13900000.0,1938,3,1.0
20200000.0,2621,4,1.0
14300000.0,1990,3,1.0
13100000.0,1825,3,1.0
6310000.0,1242,2,2.0
3371000.0,604,1,1.0
3365999.9999999995,603,1,1.0
6351000.0,1250,2,2.0
6330000.0,1246,2,2.0
3377000.0000000005,605,1,1.0
3344000.0,599,1,1.0
3360000.0,602,1,1.0
8875000.0,1761,3,1.0
6285000.0,1237,2,2.0
9419000.0,1869,3,1.0
7754000.000000001,1468,2,1.0
7020000.0,1329,2,2.0
8779000.0,1742,3,1.0
6864000.0,1351,2,2.0
8804000.0,1747,3,1.0
9349000.0,1855,3,1.0
8023000.0,1592,3,3.0
9243000.0,1834,3,1.0
8608000.0,1708,3,1.0
7938000.0,1575,3,2.0
9187000.0,1823,3,1.0
8512000.0,1689,3,1.0
9077000.0,1801,3,1.0
6528000.0,1285,2,1.0
6396000.0,1259,2,2.0
6452000.0,1270,2,2.0
6447000.0,1269,2,1.0
9031000.0,1792,3,1.0
8366000.0,1660,3,1.0
4000000.0,1047,2,2.0
4243000.0,943,2,2.0
4600000.0,900,2,2.0
6500000.0,1600,3,2.0
13500000.0,1415,3,3.0
22000000.0,1500,3,2.0
4800000.0,1300,2,1.0
37000000.0,3600,3,3.0
7200000.0,1400,3,2.0
7400000.0,1100,3,3.0
4500000.0,909,2,2.0
5400000.0,893,2,2.0
14000000.0,1270,3,2.0
7200000.0,1218,3,3.0
6500000.0,919,2,2.0
2700000.0,756,2,2.0
5250000.0,550,1,1.0
6300000.0,1000,2,2.0
5400000.0,1200,2,2.0
16300000.0,1154,2,2.0
2600000.0,540,1,1.0
6000000.0,1066,2,2.0
21000000.0,1381,3,3.0
10000000.0,1735,3,3.0
3050000.0,770,2,2.0
3600000.0,827,2,2.0
8200000.0,1900,3,3.0
21000000.0,2500,3,1.0
5500000.0,1050,1,2.0
7500000.0,850,2,2.0
16500000.0,2280,4,3.0
11000000.0,2740,4,2.0
18200000.0,2640,4,4.0
16000000.0,2700,4,3.0
22000000.0,1438,3,2.0
5300000.0,850,2,2.0
5300000.0,850,2,2.0
5000000.0,905,2,2.0
32500000.0,1950,4,3.0
3500000.0,900,2,2.0
2800000.0,502,1,1.0
6900000.0,1071,2,2.0
6848999.999999999,1343,3,4.0
7700000.0,1560,2,2.0
3200000.0,612,2,2.0
7500000.0,1456,3,3.0
23000000.0,2590,4,4.0
4100000.0,600,2,2.0
4500000.0,1176,2,2.0
6021000.0,782,1,1.0
4950000.0,1000,2,2.0
2500000.0,605,1,1.0
4178000.0,1045,2,1.0
6298000.0,1575,3,1.0
6318000.0,1580,3,1.0
4218000.0,1055,2,1.0
6438000.0,1610,3,1.0
6058000.0,1515,3,1.0
4218000.0,1055,2,1.0
6078000.0,1520,3,1.0
6058000.0,1515,3,1.0
5498000.0,1375,2,1.0
4102000.0000000005,1026,2,1.0
4058000.0,1015,2,1.0
5358000.0,1340,2,1.0
5358000.0,1340,2,1.0
4500000.0,670,2,2.0
1959000.0,540,1,2.0
2700000.0,600,2,4.0
3700000.0,793,2,2.0
6500000.0,1047,2,2.0
16500000.0,3000,6,4.0
5960000.0,450,1,1.0
3800000.0,825,2,2.0
1500000.0,540,2,1.0
3500000.0,840,2,2.0
3500000.0,850,3,3.0
4000000.0,655,2,2.0
4850000.0,1100,2,2.0
9000000.0,3408,5,5.0
10000000.0,1400,3,3.0
9000000.0,3408,5,5.0
6500000.0,1273,3,3.0
2900000.0,506,2,1.0
2850000.0,736,2,2.0
2600000.0,850,2,2.0
4500000.0,950,2,2.0
1500000.0,450,1,1.0
4600000.0,820,2,2.0
3000000.0,960,2,2.0
9800000.0,1253,3,2.0
8300000.0,997,2,1.0
3800000.0,510,1,1.0
13500000.0,1950,3,3.0
7200000.0,1957,3,3.0
4000000.0,1000,2,2.0
16000000.0,2300,4,4.0
13700000.0,1485,3,3.0
5900000.0,1430,3,2.0
6500000.0,900,2,2.0
6500000.0,900,2,2.0
12000000.0,2400,5,4.0
4500000.0,917,2,2.0
4000000.0,680,2,1.0
3000000.0,950,2,2.0
1950000.0,600,1,1.0
4500000.0,580,1,1.0
4500000.0,840,2,2.0
14500000.0,1125,3,2.0
4070000.0000000005,760,2,2.0
4606000.0,940,2,2.0
5022000.0,1025,2,2.0
4361000.0,890,2,2.0
3993000.0,815,2,2.0
5047000.0,1030,2,2.0
5047000.0,1030,2,2.0
4223000.0,862,2,2.0
25000000.0,1942,3,3.0
4702000.0,825,2,2.0
4702000.0,825,2,2.0
3700000.0,730,2,2.0
5599000.0,1015,2,2.0
5475000.0,1020,2,2.0
3915000.0,1050,2,2.0
5858000.0,1100,2,3.0
5422000.0,1015,2,2.0
4419000.0,878,2,2.0
3972999.9999999995,790,2,2.0
3858000.0,819,2,2.0
3822999.9999999995,815,2,2.0
4100000.0,874,2,3.0
3853000.0,799,2,2.0
2400000.0,1010,2,2.0
80000000.0,5000,4,3.0
26500000.0,1650,3,3.0
4702000.0,825,2,2.0
4702000.0,825,2,2.0
7980000.0,1400,3,3.0
5600000.0,1258,2,2.0
5022000.0,1025,3,3.0
39000000.0,4000,4,4.0
5022000.0,1025,3,3.0
4042000.0,825,2,2.0
5400000.0,1000,2,3.0
11000000.0,974,2,2.0
4214000.0,860,2,2.0
20000000.0,1844,3,3.0
5900000.0,1096,3,2.0
4170000.0000000005,760,2,2.0
4075000.0,750,2,2.0
16800000.0,994,2,2.0
4300000.0,891,2,2.0
4899000.0,800,2,2.0
4900000.0,800,2,2.0
37500000.0,2200,4,4.0
16800000.0,994,2,2.0
4450000.0,918,3,2.0
2760000.0,600,2,2.0
2760000.0,600,2,2.0
3160000.0,750,2,2.0
3400000.0,700,2,2.0
55000000.0,4000,4,3.0
19000000.0,1550,3,3.0
55000000.0,4600,5,4.0
8509000.0,1340,3,1.0
6362000.0,1002,2,1.0
6356000.0,1001,2,1.0
6813000.0,1073,2,1.0
6235000.0,982,2,1.0
6127000.0,965,2,1.0
9321000.0,1468,3,1.0
8477000.0,1335,3,1.0
9099000.0,1433,3,1.0
5500000.0,1000,2,2.0
36200000.0,2133,2,2.0
3500000.0,620,1,1.0
35000000.0,4361,4,4.0
4450000.0,918,3,2.0
3850000.0,800,2,2.0
42000000.0,1975,3,3.0
4008000.0,835,2,1.0
4022000.0,838,2,1.0
3229999.9999999995,673,2,1.0
42700000.0,3700,4,4.0
9900000.0,1500,3,3.0
5500000.0,1000,2,3.0
3779999.9999999995,790,2,2.0
4400000.0,938,2,2.0
3988000.0000000005,1040,3,2.0
18500000.0,1490,3,3.0
13000000.0,1330,2,3.0
49200000.0,2889,3,3.0
5800000.0,1318,3,3.0
23600000.0,1657,3,3.0
14700000.0,1550,3,3.0
15000000.0,1350,3,3.0
11500000.0,1150,2,2.0
23000000.0,1440,3,3.0
11000000.0,1310,2,2.0
12500000.0,1765,3,3.0
29900000.0,2000,3,3.0
9600000.0,1900,3,3.0
8780000.0,1541,3,3.0
7980000.0,1400,3,3.0
4416000.0,803,2,1.0
4158000.0,756,1,1.0
3201000.0,582,1,1.0
7300000.0,1737,3,3.0
1848999.9999999998,520,1,2.0
2409000.0,502,1,1.0
3393000.0,707,2,1.0
2284000.0,476,1,1.0
3585000.0,747,2,1.0
2313000.0,503,1,1.0
4163000.0000000005,905,3,1.0
3275000.0,712,2,1.0
3220000.0000000005,700,2,1.0
2055999.9999999998,447,1,1.0
5700000.0,1075,2,2.0
5400000.0,950,2,2.0
60000000.0,2300,3,3.0
38500000.0,2336,3,3.0
22500000.0,1950,3,3.0
39300000.0,2133,3,3.0
24000000.0,2028,3,3.0
27700000.0,2350,3,3.0
5521000.0,986,2,2.0
5521000.0,986,2,2.0
3642000.0,710,1,2.0
3526000.0,619,1,1.0
3552000.0000000005,629,1,2.0
7200000.0,1517,3,3.0
5500000.0,1020,2,2.0
2800000.0,650,2,2.0
7900000.0,1440,3,3.0
11000000.0,2009,3,3.0
4400000.0,1012,2,2.0
8200000.0,1750,3,3.0
7000000.0,1499,3,3.0
16500000.0,1500,3,3.0
3600000.0,900,2,3.0
2400000.0,1100,2,2.0
2600000.0,720,2,2.0
3400000.0,1150,2,2.0
2600000.0,720,2,2.0
2600000.0,720,2,2.0
3600000.0,835,2,2.0
5049000.0,1020,3,1.0
2970000.0,600,1,1.0
4034000.0000000005,815,2,1.0
4603000.0,930,2,1.0
4950000.0,1000,3,1.0
3415000.0,690,2,1.0
4826000.0,975,2,1.0
3960000.0,800,2,1.0
5250000.0,960,2,1.0
4400000.0,800,2,1.0
3200000.0,1000,2,2.0
2500000.0,640,1,1.0
6000000.0,782,2,2.0
7600000.0,1028,2,2.0
32500000.0,1710,3,3.0
2600000.0,1255,2,2.0
1700000.0,752,1,2.0
2400000.0,1100,2,2.0
1600000.0,681,1,2.0
3400000.0,901,2,2.0
1700000.0,751,1,2.0
3400000.0,1150,2,2.0
16500000.0,1541,3,3.0
3000000.0,1500,2,2.0
2200000.0,1010,1,2.0
2200000.0,1010,1,2.0
2800000.0,800,2,2.0
3000000.0,1500,2,2.0
4300000.0,550,2,2.0
6200000.0,1295,2,2.0
11500000.0,1238,3,3.0
14000000.0,2200,6,4.0
1700000.0,750,1,2.0
1700000.0,750,1,2.0
2200000.0,1010,1,2.0
1700000.0,751,1,2.0
2400000.0,1250,2,2.0
2400000.0,1250,2,2.0
2150000.0,1020,1,2.0
3500000.0,808,2,2.0
2200000.0,601,1,2.0
14000000.0,2590,6,1.0
3500000.0,1500,1,1.0
3500000.0,810,2,2.0
1650000.0,750,1,2.0
2950000.0,1500,2,2.0
2600000.0,1250,2,2.0
4000000.0,652,2,2.0
4500000.0,1112,2,2.0
3000000.0,690,2,2.0
3600000.0,902,2,2.0
4000000.0,1000,2,2.0
3500000.0,850,2,2.0
3600000.0,900,2,2.0
14000000.0,2200,5,3.0
6200000.0,1250,2,2.0
1900000.0,1090,1,2.0
3400000.0,1151,2,2.0
3400000.0,1151,2,2.0
2800000.0,801,2,2.0
3000000.0,820,2,2.0
2400000.0,1200,2,2.0
3500000.0,810,2,2.0
1650000.0,680,1,2.0
2190000.0,600,1,2.0
4000000.0,904,2,2.0
21000000.0,1400,1,2.0
52500000.0,3170,3,4.0
15000000.0,2440,4,5.0
2200000.0,600,1,2.0
7061000.0,1139,2,1.0
5208000.0,840,2,2.0
9070000.0,1463,3,1.0
10700000.0,1730,3,1.0
7420999.999999999,1197,2,1.0
4300000.0,799,2,2.0
1600000.0,500,1,1.0
4500000.0,1200,3,2.0
3400000.0,1150,2,2.0
2900000.0,1500,2,2.0
3700000.0,1136,2,2.0
2700000.0,750,2,2.0
3500000.0,808,2,2.0
2800000.0,1375,2,2.0
35000000.0,3300,3,6.0
6500000.0,1600,2,2.0
13000000.0,2020,3,2.0
6200000.0,950,3,2.0
20000000.0,1345,2,1.0
4200000.0,1330,4,2.0
2600000.0,1205,2,2.0
2600000.0,720,2,2.0
3000000.0,820,2,2.0
3500000.0,808,2,2.0
5251000.0,938,2,1.0
6706999.999999999,1198,3,1.0
2295000.0,600,1,2.0
1789999.9999999998,601,1,2.0
2400000.0,600,2,2.0
1825000.0,600,1,2.0
8200000.0,1450,2,2.0
3950000.0,930,2,2.0
1800000.0,500,1,1.0
3900000.0,800,2,2.0
2400000.0,650,2,2.0
2500000.0,650,2,1.0
2800000.0,750,2,1.0
2750000.0,800,2,1.0
2850000.0,900,1,1.0
2800000.0,850,1,1.0
2550000.0,700,1,1.0
5400000.0,950,2,2.0
6500000.0,1100,3,2.0
2850000.0,800,2,1.0
90300000.0,4200,3,1.0
63600000.0,2961,3,1.0
63500000.0,2958,3,1.0
63600000.0,2960,4,1.0
63500000.0,2957,4,1.0
139700000.0,6500,5,1.0
64500000.0,3000,3,1.0
83800000.0,3899,3,1.0
67400000.0,3135,3,3.0
11400000.0,600,1,1.0
63600000.0,2959,4,1.0
83200000.0,3874,3,1.0
139700000.0,6498,5,1.0
81700000.0,3800,3,1.0
142200000.0,6617,5,1.0
67400000.0,3139,4,1.0
48100000.0,2291,3,3.0
41700000.0,1989,3,3.0
90300000.0,4302,4,1.0
90300000.0,4302,4,1.0
6400000.0,1238,3,1.0
24000000.0,1515,3,1.0
45000000.0,2512,3,1.0
26300000.0,1662,3,1.0
32900000.0,1760,3,1.0
2900000.0,500,1,1.0
9000000.0,1390,3,3.0
7650000.0,1150,2,2.0
17100000.0,1495,3,3.0
11500000.0,1008,2,2.0
15000000.0,1750,3,2.0
2590000.0,700,2,2.0
2280000.0,600,1,2.0
2690000.0,704,2,2.0
3700000.0,1300,2,2.0
3500000.0,1180,2,2.0
27500000.0,4725,5,7.0
2900000.0,982,2,2.0
4200000.0,738,2,2.0
2500000.0,820,2,1.0
8347000.0,1403,3,1.0
3385000.0,594,1,1.0
3351000.0,588,1,1.0
8490000.0,1427,3,1.0
6164000.0,1036,2,1.0
6033000.0,1014,2,1.0
8341000.0,1402,3,1.0
6027000.0,1013,2,2.0
3402000.0000000005,597,1,1.0
22000000.0,3000,3,3.0
11000000.0,1850,3,3.0
17000000.0,2200,4,3.0
16400000.0,2000,4,3.0
11000000.0,1851,3,3.0
11000000.0,1852,3,3.0
16500000.0,2210,4,3.0
7300000.0,1152,2,2.0
11100000.0,1852,3,3.0
7500000.0,1152,2,2.0
5500000.0,820,2,2.0
11500000.0,1850,3,3.0
4900000.0,1100,2,2.0
13700000.0,1638,3,3.0
10100000.0,1188,2,2.0
5137000.0,598,1,1.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
7000000.0,1027,2,2.0
2325000.0,611,1,2.0
3915000.0,870,2,2.0
5300000.0,1022,2,2.0
32500000.0,2411,4,4.0
40000000.0,1987,3,3.0
40000000.0,1987,3,3.0
7155000.0,1376,3,3.0
10700000.0,1306,2,2.0
24000000.0,1484,3,3.0
4200000.0,1100,2,2.0
9000000.0,1000,3,3.0
24500000.0,1401,3,3.0
13800000.0,1380,3,3.0
12000000.0,1200,3,3.0
12000000.0,1200,3,3.0
13000000.0,1308,3,3.0
12500000.0,1250,3,3.0
10400000.0,1044,2,2.0
10600000.0,1060,2,2.0
10600000.0,1062,2,2.0
13700000.0,1370,3,3.0
12600000.0,1264,3,3.0
10600000.0,1065,2,2.0
10600000.0,1060,2,2.0
13700000.0,1370,3,3.0
13000000.0,1308,3,3.0
13000000.0,1308,3,3.0
12000000.0,1200,3,3.0
10400000.0,1044,2,2.0
12000000.0,1200,3,3.0
13800000.0,1380,3,3.0
12600000.0,1264,3,3.0
12500000.0,1250,3,3.0
12500000.0,1250,3,3.0
13700000.0,1370,3,3.0
13800000.0,1380,3,3.0
13000000.0,1308,3,3.0
4900000.0,675,2,1.0
4900000.0,675,2,1.0
4700000.0,509,1,1.0
5290000.0,804,2,2.0
8200000.0,960,2,2.0
7780000.0,890,2,2.0
7000000.0,950,2,2.0
5600000.0,1000,2,2.0
4697000.0,854,2,1.0
5263000.0,957,2,1.0
5170000.0,940,2,2.0
4807000.0,874,2,1.0
4708000.0,856,2,1.0
5379000.0,978,2,1.0
5478000.0,996,2,1.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
9450000.0,1350,3,3.0
8800000.0,1482,3,3.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
39800000.0,2650,5,5.0
7500000.0,1200,3,2.0
9450000.0,1350,3,3.0
8800000.0,1482,3,3.0
15000000.0,1750,2,1.0
12600000.0,1700,3,2.0
10800000.0,1065,2,2.0
10800000.0,1065,2,2.0
4044000.0,834,2,2.0
3636000.0,627,1,1.0
5521000.0,952,2,2.0
6431999.999999999,960,2,2.0
5917000.0,1220,2,2.0
5917000.0,1220,2,2.0
3734000.0000000005,770,2,2.0
2599000.0,703,2,2.0
9158000.0,1409,3,1.0
6389000.0,983,2,1.0
6831000.0,1051,2,1.0
6636000.0,1021,2,1.0
6461000.0,994,2,1.0
6565000.000000001,1010,2,1.0
8222000.0,1265,3,1.0
6948000.0,1069,2,1.0
6259000.0,963,2,1.0
13800000.0,1340,3,1.0
12100000.0,1175,3,1.0
14100000.0,1375,3,1.0
15900000.0,1550,3,1.0
16000000.0,1555,3,1.0
15700000.0,1525,3,1.0
14600000.0,1425,3,1.0
16000000.0,1560,3,1.0
9548000.0,1469,3,1.0
6396000.0,984,2,1.0
3800000.0,900,2,2.0
6680000.0,1380,3,1.0
4450000.0,1030,2,1.0
7600000.0,1460,3,1.0
10300000.0,1993,3,1.0
10300000.0,1993,3,1.0
5870000.0,997,2,1.0
7200000.0,1370,3,1.0
5600000.0,920,2,2.0
50000000.0,3000,4,4.0
8300000.0,645,2,2.0
8300000.0,645,2,2.0
4934000.0,771,2,1.0
4537000.0,709,2,1.0
10000000.0,1343,2,1.0
10900000.0,900,2,2.0
4947000.0,853,2,1.0
4901000.0,845,2,1.0
4950000.0,947,2,2.0
3800000.0,625,2,1.0
3800000.0,625,2,1.0
3800000.0,625,2,1.0
3800000.0,625,2,1.0
3800000.0,625,2,1.0
3800000.0,625,2,1.0
1948999.9999999998,520,1,2.0
10800000.0,1065,2,2.0
5950000.0,700,2,2.0
5950000.0,700,2,2.0
5900000.0,759,2,2.0
6244000.0,905,2,2.0
105000000.0,4200,6,6.0
6000000.0,1400,3,3.0
11200000.0,1800,3,3.0
11200000.0,1800,3,3.0
11200000.0,1800,3,3.0
3900000.0,750,2,2.0
3900000.0,750,2,2.0
12300000.0,1650,3,3.0
4900000.0,600,1,1.0
7859999.999999999,779,2,2.0
4200000.0,520,1,1.0
8200000.0,1000,2,2.0
7559999.999999999,770,2,2.0
7500000.0,925,2,2.0
3050000.0,620,2,2.0
2200000.0,500,1,1.0
3878000.0,808,2,2.0
2568000.0,535,1,1.0
4478000.0,933,3,3.0
3735000.0,770,2,2.0
4044000.0,834,2,2.0
3700000.0,677,2,1.0
3500000.0,620,1,1.0
11300000.0,1668,3,1.0
7969000.0,1172,2,1.0
9907000.0,1457,3,1.0
8309000.0,1222,2,1.0
